timestamp,file_num,filename,event_id,start_time,end_time,trigger_time,channel,grid_row,grid_col,time_proportion,active_channels
20250818-165900,26,026.csv,1,72.3,172.25,72.3,31,4,8,0.0,3
20250818-165900,26,026.csv,1,72.3,172.25,72.35,38,5,7,0.0005,3
20250818-165900,26,026.csv,1,72.3,172.25,72.7,57,8,2,0.004,3
20250818-165900,26,026.csv,2,4387.55,4487.5,4387.55,39,5,8,0.0,3
20250818-165900,26,026.csv,2,4387.55,4487.5,4387.6,46,6,7,0.0005,3
20250818-165900,26,026.csv,2,4387.55,4487.5,4389.65,63,8,8,0.021,3
20250818-165900,26,026.csv,3,5458.15,5558.1,5458.2,30,4,7,0.0005,2
20250818-165900,26,026.csv,3,5458.15,5558.1,5458.15,31,4,8,0.0,2
20250818-165900,26,026.csv,4,7321.0,7420.95,7322.35,31,4,8,0.0135,4
20250818-165900,26,026.csv,4,7321.0,7420.95,7321.05,38,5,7,0.0005,4
20250818-165900,26,026.csv,4,7321.0,7420.95,7321.0,39,5,8,0.0,4
20250818-165900,26,026.csv,4,7321.0,7420.95,7321.1,47,6,8,0.001,4
20250818-165900,26,026.csv,5,11616.8,11716.75,11616.8,31,4,8,0.0,2
20250818-165900,26,026.csv,5,11616.8,11716.75,11618.25,39,5,8,0.0145,2
20250818-165900,26,026.csv,6,14785.55,14885.5,14787.8,31,4,8,0.0225,3
20250818-165900,26,026.csv,6,14785.55,14885.5,14785.55,38,5,7,0.0,3
20250818-165900,26,026.csv,6,14785.55,14885.5,14787.75,39,5,8,0.022,3
20250818-165900,26,026.csv,7,26907.6,27007.55,26909.4,30,4,7,0.018,2
20250818-165900,26,026.csv,7,26907.6,27007.55,26907.6,31,4,8,0.0,2
20250818-165900,26,026.csv,8,27753.75,27853.7,27754.45,31,4,8,0.007,3
20250818-165900,26,026.csv,8,27753.75,27853.7,27754.65,39,5,8,0.009,3
20250818-165900,26,026.csv,8,27753.75,27853.7,27753.75,47,6,8,0.0,3
20250818-165900,26,026.csv,9,32289.75,32389.7,32303.0,30,4,7,0.1325,2
20250818-165900,26,026.csv,9,32289.75,32389.7,32289.75,31,4,8,0.0,2
20250818-165900,26,026.csv,10,33095.65,33195.6,33100.7,30,4,7,0.0505,2
20250818-165900,26,026.csv,10,33095.65,33195.6,33095.65,31,4,8,0.0,2
20250818-165900,26,026.csv,11,40220.55,40320.5,40286.6,36,5,5,0.6605,2
20250818-165900,26,026.csv,11,40220.55,40320.5,40220.55,52,7,5,0.0,2
20250818-165900,26,026.csv,12,44041.1,44141.05,44136.7,1,1,2,0.956,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44122.2,2,1,3,0.811,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44138.2,4,1,5,0.971,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44140.25,6,1,7,0.9915,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44136.85,10,2,3,0.9575,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44140.1,11,2,4,0.99,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44137.25,12,2,5,0.9615,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44140.2,13,2,6,0.991,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44075.7,14,2,7,0.346,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44136.85,19,3,4,0.9575,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44041.1,20,3,5,0.0,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44140.15,21,3,6,0.9905,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44121.75,22,3,7,0.8065,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44124.6,23,3,8,0.835,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44138.65,24,4,1,0.9755,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44130.5,25,4,2,0.894,42
20250818-165900,26,026.csv,12,44041.1,44141.05,44140.2,26,4,3,0.991,42
