timestamp,file_num,filename,event_id,start_time,end_time,trigger_time,channel,grid_row,grid_col,time_proportion,active_channels
20250818-165900,10,010.csv,1,254209.7,254309.65,254210.1,7,1,8,0.004,2
20250818-165900,10,010.csv,1,254209.7,254309.65,254209.7,33,5,2,0.0,2
20250818-165900,10,010.csv,2,266820.55,266920.5,266828.3,0,1,1,0.0775,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266828.2,1,1,2,0.0765,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266828.4,2,1,3,0.0785,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266823.45,3,1,4,0.029,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266822.9,4,1,5,0.0235,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266824.25,5,1,6,0.037,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266824.7,6,1,7,0.0415,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266828.3,7,1,8,0.0775,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266822.7,8,2,1,0.0215,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266835.65,9,2,2,0.151,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266826.3,10,2,3,0.0575,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266820.55,11,2,4,0.0,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266826.9,12,2,5,0.0635,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266824.2,13,2,6,0.0365,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266831.05,14,2,7,0.105,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266825.05,15,2,8,0.045,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266833.2,16,3,1,0.1265,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266828.95,17,3,2,0.084,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266824.15,18,3,3,0.036,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266830.0,19,3,4,0.0945,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266824.15,20,3,5,0.036,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266825.05,21,3,6,0.045,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266828.0,22,3,7,0.0745,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266828.2,23,3,8,0.0765,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266828.35,24,4,1,0.078,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266821.7,25,4,2,0.0115,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266824.25,26,4,3,0.037,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266826.9,27,4,4,0.0635,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266826.35,28,4,5,0.058,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266828.35,29,4,6,0.078,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266824.15,30,4,7,0.036,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266828.3,31,4,8,0.0775,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266826.35,32,5,1,0.058,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266823.5,33,5,2,0.0295,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266824.15,34,5,3,0.036,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266834.6,35,5,4,0.1405,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266826.3,36,5,5,0.0575,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266827.9,37,5,6,0.0735,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266828.25,38,5,7,0.077,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266823.15,39,5,8,0.026,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266828.3,40,6,1,0.0775,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266833.2,41,6,2,0.1265,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266828.2,42,6,3,0.0765,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266825.2,43,6,4,0.0465,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266829.45,44,6,5,0.089,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266826.45,45,6,6,0.059,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266820.8,46,6,7,0.0025,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266839.55,47,6,8,0.19,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266824.7,48,7,1,0.0415,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266824.65,49,7,2,0.041,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266825.3,50,7,3,0.0475,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266826.8,51,7,4,0.0625,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266824.7,52,7,5,0.0415,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266837.05,53,7,6,0.165,64
20250818-165900,10,010.csv,2,266820.55,266920.5,266826.85,54,7,7,0.063,64
