timestamp,file_num,filename,event_id,start_time,end_time,trigger_time,channel,grid_row,grid_col,time_proportion,active_channels
20250818-165900,4,004.csv,1,187945.75,188045.7,188000.3,7,1,8,0.5455,6
20250818-165900,4,004.csv,1,187945.75,188045.7,187968.8,16,3,1,0.2305,6
20250818-165900,4,004.csv,1,187945.75,188045.7,187952.45,18,3,3,0.067,6
20250818-165900,4,004.csv,1,187945.75,188045.7,187945.75,33,5,2,0.0,6
20250818-165900,4,004.csv,1,187945.75,188045.7,188037.2,45,6,6,0.9145,6
20250818-165900,4,004.csv,1,187945.75,188045.7,187974.5,51,7,4,0.2875,6
20250818-165900,4,004.csv,2,207045.65,207145.6,207045.65,7,1,8,0.0,2
20250818-165900,4,004.csv,2,207045.65,207145.6,207072.3,45,6,6,0.2665,2
20250818-165900,4,004.csv,3,215111.85,215211.8,215167.0,10,2,3,0.5515,7
20250818-165900,4,004.csv,3,215111.85,215211.8,215131.6,24,4,1,0.1975,7
20250818-165900,4,004.csv,3,215111.85,215211.8,215115.15,33,5,2,0.033,7
20250818-165900,4,004.csv,3,215111.85,215211.8,215149.3,35,5,4,0.3745,7
20250818-165900,4,004.csv,3,215111.85,215211.8,215111.85,41,6,2,0.0,7
20250818-165900,4,004.csv,3,215111.85,215211.8,215211.55,45,6,6,0.997,7
20250818-165900,4,004.csv,3,215111.85,215211.8,215140.7,54,7,7,0.2885,7
20250818-165900,4,004.csv,4,233965.9,234065.85,233979.05,55,7,8,0.1315,3
20250818-165900,4,004.csv,4,233965.9,234065.85,233979.4,62,8,7,0.135,3
20250818-165900,4,004.csv,4,233965.9,234065.85,233965.9,63,8,8,0.0,3
