event_id,start_time,end_time,trigger_time,time_proportion,channel,grid_row,grid_col
33,22909.65,22911.6,22909.65,0.0,25,3,1
33,22909.65,22911.6,22910.0,0.175,26,3,2
33,22909.65,22911.6,22910.35,0.35,27,3,3
33,22909.65,22911.6,22910.5,0.425,28,3,4
33,22909.65,22911.6,22911.0,0.675,29,3,5
33,22909.65,22911.6,22911.1,0.725,30,3,6
33,22909.65,22911.6,22911.05,0.7,31,3,7
33,22909.65,22911.6,22910.95,0.65,32,4,0
33,22909.65,22911.6,22910.65,0.5,33,4,1
33,22909.65,22911.6,22910.15,0.25,34,4,2
33,22909.65,22911.6,22910.6,0.475,35,4,3
33,22909.65,22911.6,22910.6,0.475,37,4,5
33,22909.65,22911.6,22911.0,0.675,39,4,7
33,22909.65,22911.6,22910.6,0.475,40,5,0
33,22909.65,22911.6,22910.9,0.625,41,5,1
33,22909.65,22911.6,22911.1,0.725,42,5,2
33,22909.65,22911.6,22910.6,0.475,43,5,3
33,22909.65,22911.6,22910.95,0.65,44,5,4
33,22909.65,22911.6,22910.6,0.475,45,5,5
33,22909.65,22911.6,22911.35,0.85,46,5,6
33,22909.65,22911.6,22911.35,0.85,47,5,7
33,22909.65,22911.6,22910.1,0.225,48,6,0
33,22909.65,22911.6,22910.1,0.225,49,6,1
33,22909.65,22911.6,22910.4,0.375,50,6,2
33,22909.65,22911.6,22911.4,0.875,51,6,3
33,22909.65,22911.6,22910.55,0.45,52,6,4
33,22909.65,22911.6,22910.95,0.65,53,6,5
33,22909.65,22911.6,22910.9,0.625,54,6,6
33,22909.65,22911.6,22910.95,0.65,55,6,7
33,22909.65,22911.6,22910.9,0.625,56,7,0
33,22909.65,22911.6,22910.75,0.55,57,7,1
33,22909.65,22911.6,22910.9,0.625,58,7,2
33,22909.65,22911.6,22911.0,0.675,59,7,3
33,22909.65,22911.6,22910.65,0.5,60,7,4
33,22909.65,22911.6,22910.9,0.625,61,7,5
33,22909.65,22911.6,22910.75,0.55,62,7,6
33,22909.65,22911.6,22911.15,0.75,63,7,7
34,22911.65,22913.6,22911.65,0.0,0,0,0
34,22911.65,22913.6,22912.2,0.275,1,0,1
34,22911.65,22913.6,22911.65,0.0,2,0,2
34,22911.65,22913.6,22911.65,0.0,3,0,3
34,22911.65,22913.6,22911.65,0.0,4,0,4
34,22911.65,22913.6,22911.65,0.0,5,0,5
34,22911.65,22913.6,22911.65,0.0,6,0,6
34,22911.65,22913.6,22912.15,0.25,7,0,7
34,22911.65,22913.6,22911.65,0.0,8,1,0
34,22911.65,22913.6,22911.65,0.0,9,1,1
34,22911.65,22913.6,22911.65,0.0,10,1,2
34,22911.65,22913.6,22911.8,0.075,11,1,3
34,22911.65,22913.6,22911.65,0.0,12,1,4
34,22911.65,22913.6,22911.65,0.0,13,1,5
34,22911.65,22913.6,22911.65,0.0,14,1,6
34,22911.65,22913.6,22911.8,0.075,15,1,7
34,22911.65,22913.6,22911.8,0.075,16,2,0
34,22911.65,22913.6,22911.65,0.0,18,2,2
34,22911.65,22913.6,22911.65,0.0,19,2,3
34,22911.65,22913.6,22911.65,0.0,20,2,4
34,22911.65,22913.6,22911.75,0.05,21,2,5
34,22911.65,22913.6,22912.55,0.45,22,2,6
34,22911.65,22913.6,22911.75,0.05,24,3,0
34,22911.65,22913.6,22911.65,0.0,25,3,1
34,22911.65,22913.6,22911.65,0.0,26,3,2
34,22911.65,22913.6,22911.65,0.0,27,3,3
34,22911.65,22913.6,22911.65,0.0,28,3,4
34,22911.65,22913.6,22911.65,0.0,29,3,5
34,22911.65,22913.6,22911.8,0.075,30,3,6
34,22911.65,22913.6,22911.65,0.0,32,4,0
34,22911.65,22913.6,22911.65,0.0,33,4,1
34,22911.65,22913.6,22911.65,0.0,34,4,2
34,22911.65,22913.6,22911.65,0.0,35,4,3
34,22911.65,22913.6,22912.05,0.2,36,4,4
34,22911.65,22913.6,22911.65,0.0,37,4,5
34,22911.65,22913.6,22911.65,0.0,38,4,6
34,22911.65,22913.6,22912.4,0.375,39,4,7
34,22911.65,22913.6,22911.65,0.0,40,5,0
34,22911.65,22913.6,22912.55,0.45,41,5,1
34,22911.65,22913.6,22911.65,0.0,42,5,2
34,22911.65,22913.6,22911.65,0.0,43,5,3
34,22911.65,22913.6,22911.65,0.0,44,5,4
34,22911.65,22913.6,22911.65,0.0,45,5,5
34,22911.65,22913.6,22913.0,0.675,46,5,6
34,22911.65,22913.6,22911.65,0.0,48,6,0
34,22911.65,22913.6,22911.65,0.0,49,6,1
34,22911.65,22913.6,22911.65,0.0,50,6,2
34,22911.65,22913.6,22911.85,0.1,51,6,3
34,22911.65,22913.6,22911.65,0.0,52,6,4
34,22911.65,22913.6,22911.65,0.0,53,6,5
34,22911.65,22913.6,22911.65,0.0,54,6,6
34,22911.65,22913.6,22911.65,0.0,55,6,7
34,22911.65,22913.6,22911.65,0.0,56,7,0
34,22911.65,22913.6,22911.65,0.0,57,7,1
34,22911.65,22913.6,22911.65,0.0,58,7,2
34,22911.65,22913.6,22911.65,0.0,59,7,3
34,22911.65,22913.6,22911.65,0.0,60,7,4
34,22911.65,22913.6,22911.65,0.0,61,7,5
34,22911.65,22913.6,22911.65,0.0,62,7,6
34,22911.65,22913.6,22911.65,0.0,63,7,7
35,22913.65,22915.6,22913.75,0.05,1,0,1
35,22913.65,22915.6,22913.75,0.05,5,0,5
35,22913.65,22915.6,22913.65,0.0,7,0,7
35,22913.65,22915.6,22913.7,0.025,9,1,1
35,22913.65,22915.6,22913.75,0.05,10,1,2
35,22913.65,22915.6,22913.75,0.05,11,1,3
35,22913.65,22915.6,22913.75,0.05,19,2,3
35,22913.65,22915.6,22913.75,0.05,22,2,6
35,22913.65,22915.6,22913.75,0.05,26,3,2
35,22913.65,22915.6,22913.65,0.0,27,3,3
35,22913.65,22915.6,22913.7,0.025,28,3,4
35,22913.65,22915.6,22913.95,0.15,31,3,7
35,22913.65,22915.6,22913.75,0.05,33,4,1
35,22913.65,22915.6,22913.8,0.075,34,4,2
35,22913.65,22915.6,22913.8,0.075,35,4,3
35,22913.65,22915.6,22913.65,0.0,42,5,2
35,22913.65,22915.6,22913.75,0.05,44,5,4
35,22913.65,22915.6,22913.75,0.05,45,5,5
35,22913.65,22915.6,22913.75,0.05,48,6,0
35,22913.65,22915.6,22913.75,0.05,49,6,1
35,22913.65,22915.6,22913.7,0.025,50,6,2
35,22913.65,22915.6,22913.65,0.0,52,6,4
35,22913.65,22915.6,22913.7,0.025,54,6,6
35,22913.65,22915.6,22913.75,0.05,57,7,1
35,22913.65,22915.6,22913.7,0.025,62,7,6
36,22919.3,22921.25,22919.3,0.0,27,3,3
37,22925.3,22927.25,22926.85,0.775,5,0,5
37,22925.3,22927.25,22925.3,0.0,14,1,6
37,22925.3,22927.25,22926.85,0.775,19,2,3
37,22925.3,22927.25,22926.85,0.775,25,3,1
37,22925.3,22927.25,22926.8,0.75,33,4,1
37,22925.3,22927.25,22926.8,0.75,34,4,2
37,22925.3,22927.25,22926.6,0.65,37,4,5
37,22925.3,22927.25,22926.6,0.65,38,4,6
37,22925.3,22927.25,22926.6,0.65,40,5,0
38,22927.8,22929.75,22928.65,0.425,32,4,0
38,22927.8,22929.75,22927.8,0.0,33,4,1
38,22927.8,22929.75,22928.65,0.425,40,5,0
38,22927.8,22929.75,22928.6,0.4,55,6,7
39,22933.5,22935.45,22933.6,0.05,14,1,6
39,22933.5,22935.45,22933.5,0.0,27,3,3
40,24341.4,24343.35,24341.4,0.0,31,3,7
41,24395.95,24397.9,24395.95,0.0,38,4,6
41,24395.95,24397.9,24395.95,0.0,39,4,7
42,25106.75,25108.7,25106.75,0.0,2,0,2
43,25632.35,25634.3,25632.35,0.0,28,3,4
44,25637.2,25639.15,25637.2,0.0,28,3,4
45,28589.5,28591.45,28590.8,0.65,30,3,6
45,28589.5,28591.45,28589.5,0.0,31,3,7
45,28589.5,28591.45,28589.55,0.025,39,4,7
46,30771.15,30773.1,30771.15,0.0,40,5,0
47,31613.0,31614.95,31613.0,0.0,31,3,7
47,31613.0,31614.95,31613.05,0.025,39,4,7
48,31623.3,31625.25,31623.3,0.0,31,3,7
48,31623.3,31625.25,31623.4,0.05,38,4,6
48,31623.3,31625.25,31623.35,0.025,39,4,7
48,31623.3,31625.25,31623.4,0.05,47,5,7
49,32831.2,32833.15,32831.2,0.0,28,3,4
50,32834.05,32836.0,32834.05,0.0,28,3,4
51,34476.05,34478.0,34476.05,0.0,10,1,2
52,34604.05,34606.0,34604.05,0.0,50,6,2
53,35634.4,35636.35,35634.4,0.0,31,3,7
54,35652.75,35654.7,35652.75,0.0,31,3,7
54,35652.75,35654.7,35652.8,0.025,39,4,7
55,35654.75,35656.7,35654.75,0.0,31,3,7
56,35665.4,35667.35,35665.45,0.025,30,3,6
56,35665.4,35667.35,35665.4,0.0,31,3,7
56,35665.4,35667.35,35665.45,0.025,38,4,6
56,35665.4,35667.35,35665.5,0.05,39,4,7
56,35665.4,35667.35,35665.7,0.15,47,5,7
57,35667.5,35669.45,35667.5,0.0,31,3,7
57,35667.5,35669.45,35667.7,0.1,39,4,7
58,35672.9,35674.85,35672.9,0.0,38,4,6
58,35672.9,35674.85,35672.9,0.0,39,4,7
59,35675.45,35677.4,35675.45,0.0,14,1,6
60,35683.55,35685.5,35683.55,0.0,39,4,7
61,35857.35,35859.3,35857.35,0.0,3,0,3
62,36028.1,36030.05,36028.1,0.0,39,4,7
63,36084.95,36086.9,36084.95,0.0,38,4,6
64,36285.3,36287.25,36285.3,0.0,38,4,6
65,36311.0,36312.95,36311.0,0.0,31,3,7
65,36311.0,36312.95,36312.65,0.825,36,4,4
65,36311.0,36312.95,36311.1,0.05,39,4,7
66,36315.55,36317.5,36315.55,0.0,30,3,6
66,36315.55,36317.5,36315.7,0.075,38,4,6
66,36315.55,36317.5,36315.55,0.0,39,4,7
67,36321.8,36323.75,36321.8,0.0,36,4,4
68,37818.75,37820.7,37819.2,0.225,31,3,7
68,37818.75,37820.7,37818.95,0.1,38,4,6
68,37818.75,37820.7,37818.75,0.0,39,4,7
69,37833.15,37835.1,37833.15,0.0,31,3,7
70,38312.95,38314.9,38312.95,0.0,30,3,6
70,38312.95,38314.9,38313.1,0.075,31,3,7
70,38312.95,38314.9,38313.25,0.15,36,4,4
70,38312.95,38314.9,38313.1,0.075,38,4,6
70,38312.95,38314.9,38313.35,0.2,39,4,7
70,38312.95,38314.9,38313.1,0.075,46,5,6
70,38312.95,38314.9,38313.35,0.2,47,5,7
71,38315.9,38317.85,38315.9,0.0,31,3,7
72,38318.8,38320.75,38318.8,0.0,36,4,4
73,38327.3,38329.25,38327.3,0.0,31,3,7
73,38327.3,38329.25,38327.3,0.0,39,4,7
74,39238.2,39240.15,39238.2,0.0,5,0,5
75,41376.6,41378.55,41376.6,0.0,9,1,1
76,41733.6,41735.55,41733.6,0.0,14,1,6
77,41972.25,41974.2,41972.25,0.0,5,0,5
78,41985.9,41987.85,41985.9,0.0,14,1,6
79,46065.1,46067.05,46065.1,0.0,14,1,6
80,47128.45,47130.4,47128.45,0.0,22,2,6
81,47143.3,47145.25,47143.3,0.0,42,5,2
82,49162.25,49164.2,49162.25,0.0,30,3,6
83,49247.0,49248.95,49247.0,0.0,31,3,7
84,51793.8,51795.75,51793.8,0.0,3,0,3
